driver_id,driver_name,vehicle_type,city,join_date,rating,status
D08211,Timothy Lee,SUV,Bedok,2019-06-15,3.57,Active
D08212,Marc Kelly,MPV,Woodlands,2019-07-16,4.78,Active
D08213,Kristen Mason,Sedan,Tampines,2025-04-02,4.25,Active
D08214,Zachary Wallace,Premium,Woodlands,2024-12-30,4.86,Inactive
D08215,James James,Electric,Ang Mo Kio,2025-12-24,4.67,Active
D08216,David Berry,Hatchback,Tampines,2025-07-22,4.32,Active
D08217,Rebecca Ramos,MPV,Ang Mo Kio,2023-09-13,4.2,Active
D08218,Kathleen Mcknight,MPV,Yishun,2019-05-14,4.28,Active
D08219,Ashley Burns,Premium,Singapore,2020-06-26,3.62,Active
D08220,Christopher Jones,Sedan,Tampines,2020-06-22,4.34,Active
D08221,Kimberly Ellis MD,Hatchback,Punggol,2020-07-02,4.13,Active
D08222,Teresa Nelson,Sedan,Punggol,2025-09-13,4.08,Active
D08223,Daniel Hoffman,Electric,Jurong,2019-07-23,4.93,Active
D08224,Erica Murphy,Premium,Jurong,2021-12-29,4.85,Active
D08225,Kristin Savage,Sedan,Bishan,2019-07-19,3.53,Inactive
D08226,Robert Mccoy,Electric,Bishan,2022-04-29,4.93,Active
D08227,Nicole Gonzalez,Premium,Woodlands,2020-02-16,4.2,Active
D08228,Amber Hayes,Sedan,Singapore,2022-01-28,3.73,Active
D08229,Daniel Erickson,Electric,Bishan,2024-12-23,4.97,Active
D08230,Sarah Boyer,Hatchback,Tampines,2022-10-26,4.46,Active
D08231,Robert Love,Sedan,Woodlands,2023-06-13,3.99,Active
D08232,Carrie Hawkins,Premium,Jurong,2019-07-22,4.88,Active
D08233,Joshua Francis,MPV,Bedok,2019-10-29,4.06,Active
D08234,Bradley Torres,Premium,Jurong,2021-01-16,4.05,Active
D08235,Christian Hill,Premium,Toa Payoh,2023-02-15,3.66,Active
D08236,David Gonzalez,MPV,Toa Payoh,2019-06-05,4.88,Active
D08237,John Rogers,Hatchback,Ang Mo Kio,2019-01-04,3.91,Active
D08238,Kristi Banks,Hatchback,Tampines,2019-12-31,4.63,Active
D08239,Bonnie Mullins,Hatchback,Bedok,2022-01-23,4.89,Active
D08240,Jason Gonzales,Electric,Ang Mo Kio,2021-07-06,4.53,Active
D08241,Jared Deleon,Hatchback,Bedok,2020-02-08,4.03,Inactive
D08242,Theresa Brown,Sedan,Yishun,2019-10-24,3.63,Active
D08243,Gerald Thomas,MPV,Singapore,2023-02-25,3.63,Active
D08244,Melissa Gutierrez,Electric,Tampines,2023-04-09,3.54,Active
D08245,Rachel Carter,Premium,Yishun,2024-12-19,4.37,Active
D08246,Leslie Kaufman,Premium,Yishun,2026-02-21,3.58,Active
D08247,Kiara Snyder,Hatchback,Toa Payoh,2021-01-29,4.22,Active
D08248,Donna Owen,SUV,Punggol,2025-03-11,4.71,Active
D08249,Scott Scott,SUV,Bishan,2018-12-06,4.22,Active
D08250,Kari Lucas,SUV,Ang Mo Kio,2024-03-05,4.01,Inactive
D08251,Jeffrey Marshall,Electric,Woodlands,2025-09-24,4.12,Active
D08252,Jerome Oconnell,Hatchback,Tampines,2021-06-25,3.6,Active
D08253,Gabriel Petty,Sedan,Bedok,2022-07-01,3.89,Active
D08254,John Harris,Premium,Punggol,2024-04-26,3.71,Active
D08255,Julie Wilson,Sedan,Tampines,2020-10-27,4.31,Active
D08256,Jessica Miller,Premium,Punggol,2022-08-25,4.44,Inactive
D08257,Drew Pierce,SUV,Punggol,2021-10-02,3.74,Active
D08258,Lisa Erickson DDS,Hatchback,Toa Payoh,2021-01-06,3.99,Active
D08259,Howard Smith,SUV,Toa Payoh,2023-10-17,4.61,Active
D08260,John Martin,Premium,Tampines,2019-09-08,4.56,Active
D08261,Daniel Graham,Electric,Woodlands,2023-06-06,4.44,Active
D08262,Gerald Shah,Premium,Singapore,2023-10-22,4.5,Inactive
D08263,Christopher Warren,MPV,Woodlands,2019-11-10,3.88,Active
D08264,Stacy Young,Premium,Jurong,2022-07-13,4.24,Active
D08265,David Morton,Premium,Toa Payoh,2021-10-29,4.59,Inactive
D08266,Dustin Morgan,Sedan,Singapore,2025-11-17,4.88,Inactive
D08267,Erika Smith,Electric,Punggol,2025-01-19,4.98,Active
D08268,Beth Thomas,Hatchback,Tampines,2019-01-06,4.28,Inactive
D08269,Christy Newton,SUV,Ang Mo Kio,2026-05-28,4.93,Active
D08270,Victoria Anderson,Electric,Singapore,2019-04-02,4.07,Active
D08271,Angela Mckinney,Sedan,Jurong,2025-04-12,4.42,Active
D08272,Donald Haynes,SUV,Singapore,2021-03-05,4.94,Active
D08273,Elizabeth Patel,Sedan,Ang Mo Kio,2018-10-10,4.01,Active
D08274,Belinda Harrison,Electric,Singapore,2020-09-02,3.92,Active
D08275,Zachary Chapman,Sedan,Punggol,2023-01-19,4.85,Active
D08276,Stephanie Perkins,Hatchback,Toa Payoh,2020-03-17,4.78,Active
D08277,Leonard Garcia,Sedan,Singapore,2024-06-05,4.93,Inactive
D08278,Michael Lee,MPV,Bedok,2024-04-28,4.45,Inactive
D08279,Jennifer Wright,Electric,Woodlands,2022-04-04,4.35,Active
D08280,Cory Reid,Electric,Tampines,2021-08-15,3.97,Active
D08281,Nancy Andrews,SUV,Tampines,2025-06-25,4.96,Active
D08282,John Thompson,Premium,Punggol,2024-10-27,4.5,Active
D08283,Christina George,Hatchback,Singapore,2022-03-01,4.79,Active
D08284,Michael Swanson,Sedan,Woodlands,2019-06-12,3.64,Active
D08285,Debbie Fisher,Premium,Bedok,2019-07-30,4.02,Active
D08286,Tammie Collins,Hatchback,Woodlands,2023-09-19,4.5,Active
D08287,Kerri Martinez,Sedan,Jurong,2026-04-21,4.53,Inactive
D08288,Sarah Montgomery,Premium,Yishun,2025-01-11,4.16,Active
D08289,Craig Howard,Hatchback,Bishan,2021-04-01,4.52,Active
D08290,Tracey Hall,MPV,Bedok,2023-06-09,3.53,Active
D08291,Michelle Jones,Sedan,Singapore,2020-11-02,4.22,Active
D08292,Kristen Lucas,MPV,Tampines,2019-07-15,3.92,Active
D08293,Scott Wallace,Sedan,Yishun,2019-07-21,4.27,Active
D08294,Jennifer Stewart,MPV,Woodlands,2025-12-03,4.67,Active
D08295,Mark King,SUV,Bishan,2024-02-25,4.04,Active
D08296,Gregory Holt,SUV,Woodlands,2022-05-21,4.02,Active
D08297,Deborah Manning,MPV,Jurong,2020-02-28,4.24,Active
D08298,Shannon Murphy,Hatchback,Punggol,2019-06-02,3.74,Active
D08299,Adam Russell,Electric,Woodlands,2020-09-10,4.83,Active
D08300,Jerry Robertson,Sedan,Tampines,2020-12-13,3.78,Active
D08301,John Wagner,Sedan,Yishun,2025-03-18,4.34,Active
D08302,Mr. Donald Torres MD,Hatchback,Punggol,2023-04-07,4.05,Active
D08303,Brenda Smith,Hatchback,Woodlands,2021-05-18,3.63,Active
D08304,Aaron Campos,SUV,Punggol,2025-02-12,4.26,Active
D08305,Carol Gillespie,Hatchback,Punggol,2024-08-29,4.22,Active
D08306,Pamela Levine,Premium,Woodlands,2019-09-01,3.83,Active
D08307,Rachel Smith,Premium,Jurong,2024-01-30,4.66,Active
D08308,Jeffrey Torres,SUV,Woodlands,2018-10-21,4.86,Active
D08309,Jennifer Gould MD,MPV,Singapore,2025-10-07,3.89,Active
D08310,Alyssa Jones,Sedan,Yishun,2018-08-16,3.84,Active
D08311,Sheila Drake,Electric,Jurong,2022-07-20,3.81,Active
D08312,Erika Johnson,SUV,Bedok,2020-03-06,4.37,Active
D08313,Candice Hernandez,Hatchback,Jurong,2019-05-31,3.93,Active
D08314,Rachel Walters,SUV,Punggol,2021-09-06,4.52,Active
D08315,Cindy Rodriguez,SUV,Ang Mo Kio,2021-08-20,4.1,Active
D08316,Luis Newton,Hatchback,Bishan,2023-05-02,3.84,Active
D08317,Michael Howard,MPV,Tampines,2025-12-30,3.63,Active
D08318,Toni Benton,Hatchback,Bishan,2019-05-26,3.52,Active
D08319,Jill Brown,Electric,Punggol,2021-12-03,4.13,Active
D08320,George Love,Sedan,Bedok,2026-02-25,4.68,Inactive
D08321,David White,Electric,Toa Payoh,2019-05-08,4.01,Active
D08322,Natalie Wilson,Sedan,Tampines,2021-09-06,3.74,Active
D08323,Paul Kelly,Sedan,Singapore,2019-05-06,4.75,Inactive
D08324,Philip Davis,MPV,Jurong,2024-01-29,4.46,Active
D08325,Kelly Schroeder,Hatchback,Bishan,2026-07-09,3.72,Active
D08326,Travis Jones,Electric,Punggol,2024-06-22,4.58,Active
D08327,Gary Lewis,Hatchback,Toa Payoh,2022-08-03,3.99,Active
D08328,Glenn Keller,Electric,Ang Mo Kio,2020-05-25,3.69,Active
D08329,Alejandra Lam,Sedan,Bishan,2023-02-03,4.85,Active
D08330,Colleen Dorsey,Premium,Yishun,2025-09-23,4.55,Suspended
D08331,Barbara Ruiz,MPV,Tampines,2019-12-01,3.7,Active
D08332,Amy Flores,Premium,Singapore,2023-09-10,4.51,Active
D08333,Carlos Miles,Sedan,Yishun,2019-06-01,3.52,Active
D08334,Jonathan Ward,SUV,Woodlands,2020-08-18,3.86,Active
D08335,Jean Armstrong,MPV,Singapore,2020-09-04,4.65,Active
D08336,Daniel Baker,MPV,Punggol,2023-06-07,4.33,Active
D08337,Autumn Martinez,Electric,Jurong,2024-05-29,4.12,Active
D08338,Cameron Hudson,Premium,Toa Payoh,2018-09-10,4.15,Active
D08339,Henry Adams,Sedan,Singapore,2025-02-09,3.64,Active
D08340,Jason Williams,Sedan,Singapore,2023-02-14,4.25,Active
D08341,Jared Coleman,Electric,Toa Payoh,2024-10-21,4.43,Active
D08342,Daniel Carlson,Sedan,Singapore,2020-08-19,4.42,Active
D08343,Jake Thompson,Sedan,Singapore,2026-04-09,4.2,Active
D08344,Mrs. Amanda Stafford,SUV,Singapore,2021-01-30,3.8,Active
D08345,Christopher Mitchell,MPV,Jurong,2025-04-02,4.34,Active
D08346,Ryan Chavez,Sedan,Singapore,2018-10-26,3.59,Active
D08347,Robert Dickerson,Premium,Woodlands,2025-01-11,4.5,Active
D08348,Matthew Bolton,Electric,Singapore,2025-03-08,4.05,Active
D08349,Scott Patrick,Sedan,Woodlands,2021-07-15,4.53,Active
D08350,Nicole Jones,SUV,Ang Mo Kio,2020-07-31,4.77,Active
D08351,Melissa Atkinson,Premium,Bishan,2024-05-01,3.73,Active
D08352,Kristen Lee,Electric,Punggol,2023-10-25,3.58,Active
D08353,Robert Palmer,SUV,Bedok,2025-09-12,3.77,Active
D08354,Vincent Flowers,SUV,Yishun,2020-06-08,4.04,Active
D08355,Andrea Romero,MPV,Bishan,2025-09-01,4.49,Active
D08356,Amanda Knight,Sedan,Woodlands,2021-04-26,4.53,Active
D08357,Charles Miller,Hatchback,Punggol,2019-07-20,4.32,Active
D08358,Ruben Bridges,Premium,Bedok,2019-01-15,4.66,Active
D08359,Cody Krueger,SUV,Bishan,2023-08-07,4.58,Active
D08360,James Diaz,Electric,Singapore,2026-05-12,4.55,Inactive
D08361,Michael Garcia,Premium,Bedok,2018-07-23,4.4,Active
D08362,Roy White,Electric,Toa Payoh,2018-08-21,4.64,Active
D08363,Barry King,Electric,Yishun,2020-05-11,4.96,Active
D08364,Jenna Rogers,SUV,Toa Payoh,2019-08-02,4.63,Active
D08365,John Anderson,Hatchback,Woodlands,2021-03-29,4.31,Active
D08366,Olivia Singh,Sedan,Woodlands,2024-12-13,3.83,Active
D08367,Steven Brown,Hatchback,Punggol,2019-12-25,3.55,Active
D08368,Shawn Montoya,SUV,Bedok,2023-06-21,3.95,Active
D08369,Raymond Gonzales,SUV,Toa Payoh,2022-08-22,3.7,Active
D08370,Todd Wilson,Premium,Toa Payoh,2023-02-27,3.82,Active
D08371,Randy Mcbride,Premium,Jurong,2020-05-29,3.77,Active
D08372,Christopher Sullivan,Hatchback,Singapore,2020-06-01,3.82,Active
D08373,David Kennedy,Premium,Ang Mo Kio,2022-05-25,4.77,Active
D08374,Kenneth Brooks,SUV,Jurong,2025-02-14,4.57,Active
D08375,Todd Rasmussen,Sedan,Punggol,2025-05-17,4.94,Active
D08376,Carrie Waller,Sedan,Toa Payoh,2025-10-20,4.96,Active
D08377,Rebecca Morris,Premium,Ang Mo Kio,2021-06-01,3.9,Active
D08378,Casey Allen,SUV,Tampines,2019-09-08,3.58,Active
D08379,Paul Munoz,Premium,Tampines,2019-11-29,4.25,Active
D08380,Gregory Simon,Premium,Punggol,2021-01-19,4.58,Active
D08381,Brandon Gomez,Sedan,Bedok,2019-05-28,3.55,Active
D08382,Sean Delacruz,MPV,Bedok,2024-07-09,4.72,Active
D08383,Kelsey Rodgers,Sedan,Yishun,2022-10-05,4.82,Active
D08384,Ruth Booth,Sedan,Woodlands,2025-08-25,3.83,Inactive
D08385,Lindsey Patton,SUV,Ang Mo Kio,2020-09-24,3.66,Active
D08386,Maria Perez,Sedan,Woodlands,2024-03-31,4.42,Active
D08387,Melissa Allen,Sedan,Ang Mo Kio,2022-11-08,4.14,Active
D08388,Stacey Wade,MPV,Bedok,2024-06-04,4.67,Inactive
D08389,Jay Burns,MPV,Toa Payoh,2023-11-03,4.85,Active
D08390,Thomas Zuniga,MPV,Ang Mo Kio,2019-12-04,4.79,Active
D08391,Tammy Diaz,Sedan,Bishan,2026-06-16,4.68,Active
D08392,Norma Garcia,Electric,Singapore,2021-08-11,4.38,Active
D08393,Laura Harris,MPV,Punggol,2024-06-17,3.91,Active
D08394,Brittany Frost,Electric,Woodlands,2019-11-24,4.46,Active
D08395,Eric Hawkins,Sedan,Bedok,2019-10-11,3.69,Active
D08396,Travis Nunez,SUV,Tampines,2024-03-11,4.27,Suspended
D08397,Michelle Schaefer,Premium,Punggol,2025-09-23,4.07,Active
D08398,Suzanne Greene,MPV,Toa Payoh,2023-01-02,4.99,Active
D08399,Frank Washington,Electric,Tampines,2022-05-11,3.5,Active
D08400,Jennifer Sanchez,SUV,Yishun,2019-07-31,4.17,Active
D08401,Jillian Berger,Sedan,Bishan,2024-02-15,3.66,Active
D08402,Franklin Burke,Premium,Bedok,2023-08-03,4.55,Inactive
D08403,Anthony Ibarra,Premium,Bishan,2018-12-28,4.72,Active
D08404,Chad Miller,Sedan,Ang Mo Kio,2025-03-10,4.69,Active
D08405,Kelly Solomon,MPV,Toa Payoh,2023-02-09,4.19,Active
D08406,Misty Smith,Sedan,Tampines,2019-09-13,4.49,Active
D08407,Michael Jones,Hatchback,Woodlands,2021-11-03,4.16,Active
D08408,Cristian Lowe,Sedan,Woodlands,2023-10-09,4.7,Active
D08409,William Cherry,Sedan,Toa Payoh,2020-03-27,3.75,Active
D08410,Pamela Camacho,Electric,Woodlands,2020-05-23,4.61,Active
D08411,Keith Castaneda,Hatchback,Singapore,2019-10-16,4.29,Active
D08412,Dawn Davenport,Sedan,Singapore,2022-10-16,4.57,Active
D08413,Jessica Liu,MPV,Bedok,2026-04-21,3.97,Active
D08414,Sean Herring,SUV,Singapore,2025-05-01,4.0,Active
D08415,Courtney Patterson,Sedan,Punggol,2019-10-27,3.53,Active
D08416,Steven Beard,Electric,Tampines,2020-05-04,4.96,Active
D08417,Edward Brown,MPV,Woodlands,2020-02-02,4.88,Active
D08418,Kristin Parks,MPV,Tampines,2024-11-22,3.79,Active
D08419,Justin Chavez,MPV,Punggol,2025-01-19,4.45,Active
D08420,Elizabeth Villegas,Hatchback,Punggol,2023-10-19,4.35,Active
D08421,Mrs. Allison Haynes,SUV,Bishan,2018-10-30,4.75,Active
D08422,Phillip Abbott,Hatchback,Punggol,2025-02-11,3.8,Active
D08423,Jennifer Owens,Premium,Singapore,2025-02-07,3.82,Active
D08424,Courtney Warner,MPV,Tampines,2021-03-01,4.41,Inactive
D08425,Rebecca Townsend,MPV,Toa Payoh,2026-02-14,4.15,Active
D08426,Kenneth Leonard,Hatchback,Bishan,2026-02-20,4.42,Active
D08427,Julia Ortiz,SUV,Singapore,2019-02-11,4.06,Active
D08428,Nathan Shaw,Hatchback,Tampines,2021-04-10,4.67,Active
D08429,Maria Price,MPV,Tampines,2022-08-20,3.59,Active
D08430,Timothy Adams,MPV,Punggol,2022-06-25,4.5,Active
D08431,Susan Evans,SUV,Ang Mo Kio,2022-10-14,3.95,Active
D08432,John Davis,Premium,Bishan,2022-06-17,3.54,Active
D08433,Jeffrey Matthews,Electric,Bedok,2019-08-01,4.31,Active
D08434,Cynthia Morton,SUV,Bishan,2022-07-13,4.75,Active
D08435,Shannon Houston,MPV,Bedok,2026-04-09,3.68,Active
D08436,Kim Stuart,MPV,Woodlands,2023-03-25,4.84,Active
D08437,David Lang,SUV,Toa Payoh,2021-07-14,4.79,Inactive
D08438,Joseph Clark,SUV,Punggol,2023-08-15,3.9,Active
D08439,Rodney Harmon,Hatchback,Ang Mo Kio,2019-07-20,3.57,Active
D08440,Kristin Nguyen,MPV,Punggol,2019-08-19,4.53,Active
D08441,Sherri Willis,Electric,Yishun,2022-07-07,3.53,Active
D08442,Susan Tate,Sedan,Ang Mo Kio,2021-03-19,4.7,Active
D08443,Jessica Schneider,Electric,Toa Payoh,2019-07-20,3.5,Active
D08444,Shannon Williams,Electric,Singapore,2020-11-11,3.58,Suspended
D08445,Madison Sandoval,Premium,Toa Payoh,2021-01-30,4.58,Active
D08446,Jaime Bautista,Hatchback,Toa Payoh,2022-04-24,4.7,Inactive
D08447,Suzanne Jenkins,SUV,Punggol,2021-07-22,3.5,Active
D08448,Jerry Taylor,Premium,Yishun,2026-06-16,4.17,Active
D08449,Gary Roberts,Hatchback,Woodlands,2024-01-10,3.92,Active
D08450,Carl Smith,SUV,Singapore,2022-11-28,4.89,Active
D08451,Noah Norris,MPV,Singapore,2025-02-14,4.85,Active
D08452,Deborah Macias,Hatchback,Tampines,2023-12-21,4.57,Active
D08453,Samantha Smith,Hatchback,Singapore,2024-01-30,4.33,Active
D08454,Timothy Reed,Hatchback,Yishun,2024-09-30,3.87,Active
D08455,Mark Finley,Electric,Ang Mo Kio,2025-11-16,3.67,Active
D08456,Shannon Willis,MPV,Tampines,2024-02-13,3.95,Active
D08457,Corey Bryant,Hatchback,Ang Mo Kio,2026-06-05,4.75,Active
D08458,Debbie Avila,Hatchback,Tampines,2024-12-17,4.4,Inactive
D08459,Darren Walker,Premium,Bishan,2019-05-06,3.9,Active
D08460,Aaron Hernandez,Premium,Toa Payoh,2025-05-09,4.4,Active
D08461,Brian Fritz,Premium,Toa Payoh,2023-07-25,3.51,Active
D08462,David Long,Premium,Singapore,2025-07-02,4.13,Active
D08463,Alyssa Strickland,Sedan,Yishun,2019-06-14,4.01,Active
D08464,Debra Aguilar,Premium,Punggol,2019-08-19,4.85,Active
D08465,Rebecca Downs,Sedan,Punggol,2026-03-10,4.3,Active
D08466,Kevin Butler,Sedan,Jurong,2024-07-24,4.19,Active
D08467,Katherine Howard,Premium,Woodlands,2024-06-09,4.28,Active
D08468,Ryan Harper,Sedan,Ang Mo Kio,2026-04-18,4.86,Active
D08469,Steven Valdez,SUV,Tampines,2020-03-10,3.81,Active
D08470,Corey Bell,Electric,Yishun,2026-04-03,4.85,Active
D08471,Jessica Herring,Sedan,Toa Payoh,2021-12-02,4.59,Active
D08472,Lynn Jackson,MPV,Yishun,2022-01-31,3.66,Active
D08473,Troy Jones,SUV,Woodlands,2021-10-21,3.53,Active
D08474,Kenneth Lane,Premium,Bedok,2024-11-12,3.65,Inactive
D08475,Julie Lewis,SUV,Bedok,2026-02-09,4.28,Active
D08476,Eric Barnes,Sedan,Punggol,2022-01-21,3.92,Active
D08477,Brandon Vasquez,Electric,Woodlands,2020-12-27,4.48,Active
D08478,John Strong,SUV,Bedok,2024-12-31,4.26,Active
D08479,Cindy Green,SUV,Jurong,2022-05-11,3.92,Active
D08480,Eric Landry,Hatchback,Jurong,2025-10-27,4.33,Active
D08481,Mr. Gary Turner Jr.,MPV,Ang Mo Kio,2023-06-20,4.34,Active
D08482,Amy Moreno,SUV,Woodlands,2022-10-20,4.1,Active
D08483,Kaitlin Berry,MPV,Woodlands,2025-07-27,3.63,Active
D08484,Meagan Lopez,Hatchback,Ang Mo Kio,2025-08-13,3.86,Active
D08485,John Perry,SUV,Woodlands,2026-02-10,3.98,Active
D08486,Gregory Walker,Electric,Jurong,2021-11-20,4.85,Active
D08487,Andrea Jimenez,Sedan,Woodlands,2022-05-02,4.38,Active
D08488,Erica Allen,Hatchback,Yishun,2022-07-20,3.97,Active
D08489,David Douglas,Hatchback,Jurong,2021-03-27,4.34,Active
D08490,Michelle Mcbride,Hatchback,Yishun,2020-09-25,4.57,Active
D08491,Kristina Perkins MD,SUV,Toa Payoh,2020-08-29,3.83,Suspended
D08492,Matthew Hester,Sedan,Singapore,2019-08-08,4.05,Active
D08493,Megan Hull,MPV,Tampines,2021-05-14,3.55,Active
D08494,Robert Lewis,Sedan,Ang Mo Kio,2025-01-02,4.91,Active
D08495,Brian Gonzalez,Sedan,Bedok,2018-11-24,3.6,Active
D08496,Kimberly Parker,Hatchback,Yishun,2018-09-12,3.53,Inactive
D08497,Michelle Robinson,Premium,Tampines,2026-02-16,4.94,Active
D08498,Debra Brown,SUV,Bishan,2026-02-23,4.07,Active
D08499,James Kidd,Sedan,Bedok,2024-05-30,4.23,Active
D08500,Cindy Martin,Electric,Jurong,2024-07-13,4.7,Active
D08501,Brandy Wilson,MPV,Yishun,2022-10-17,3.78,Active
D08502,Dr. Matthew Jackson Jr.,Electric,Ang Mo Kio,2021-11-17,3.9,Active
D08503,Bradley Bennett,Sedan,Toa Payoh,2026-05-23,3.86,Active
D08504,Joshua Green,Electric,Toa Payoh,2025-06-21,5.0,Active
D08505,Thomas Williams,Electric,Toa Payoh,2020-03-06,3.74,Active
D08506,Brent Garcia,Premium,Bedok,2020-07-10,4.01,Active
D08507,Travis Jackson,SUV,Tampines,2021-05-12,4.55,Active
D08508,James Vargas,Hatchback,Punggol,2018-10-28,3.93,Suspended
D08509,Aaron Ayers,Hatchback,Woodlands,2024-07-28,3.84,Active
D08510,Virginia Murphy,MPV,Woodlands,2025-12-31,4.8,Suspended
D08511,Nathan Singh,Sedan,Woodlands,2023-02-16,3.83,Active
D08512,Bradley Johnston,Hatchback,Singapore,2024-09-06,4.89,Active
D08513,Dr. Megan Phillips,Hatchback,Bedok,2025-01-20,4.05,Active
D08514,Daniel Adams,MPV,Bishan,2023-02-08,4.95,Active
D08515,Vincent Hunt,Electric,Bedok,2020-08-14,4.81,Active
D08516,Mark Taylor,Hatchback,Ang Mo Kio,2021-06-24,3.85,Active
D08517,Cheyenne Larson DVM,Electric,Ang Mo Kio,2020-06-05,4.94,Active
D08518,Mr. John Jones,Hatchback,Tampines,2022-10-08,4.69,Active
D08519,Ashley Rodriguez,Premium,Punggol,2021-08-25,4.03,Active
D08520,Emily Scott,MPV,Woodlands,2019-08-22,4.21,Inactive
D08521,Joseph Martinez,Electric,Bedok,2023-03-15,4.79,Active
D08522,Timothy Rice,Hatchback,Ang Mo Kio,2025-07-07,4.98,Active
D08523,Robert Harris,MPV,Woodlands,2021-04-15,4.38,Active
D08524,Tiffany Vazquez,Premium,Woodlands,2021-06-03,4.83,Active
D08525,Tabitha Moyer,SUV,Bedok,2019-06-17,4.75,Active
D08526,Ronald Smith,Electric,Bishan,2023-03-09,4.86,Inactive
D08527,Matthew Miles,Premium,Punggol,2021-01-20,4.84,Active
D08528,Elizabeth Wade,Hatchback,Punggol,2024-08-31,3.58,Active
D08529,Kyle Hardy,SUV,Toa Payoh,2018-10-21,4.31,Active
D08530,Jacqueline Haynes,MPV,Yishun,2022-04-18,3.71,Active
D08531,Erin Thompson,Sedan,Woodlands,2024-04-24,5.0,Active
D08532,Joseph King,Premium,Ang Mo Kio,2022-04-29,4.77,Active
D08533,Ruben Young,SUV,Yishun,2026-01-23,4.22,Active
D08534,Miguel Smith,Sedan,Yishun,2019-05-14,4.48,Active
D08535,Heather Campos,Electric,Jurong,2019-05-17,4.24,Active
D08536,Gregory Spencer,MPV,Ang Mo Kio,2022-02-21,3.86,Active
D08537,Jeffrey Smith,Sedan,Ang Mo Kio,2025-02-21,4.77,Active
D08538,Michael Knight,MPV,Woodlands,2021-11-01,3.86,Active
D08539,Deanna James,MPV,Punggol,2019-03-11,4.96,Active
D08540,James Wilson,Electric,Tampines,2025-08-09,4.9,Active
D08541,Travis Martin III,Premium,Toa Payoh,2021-06-12,3.77,Active
D08542,Robert Smith,Premium,Bedok,2024-09-07,3.71,Active
D08543,Joe Wall,SUV,Singapore,2024-02-02,4.01,Active
D08544,Ms. Debbie Bauer,SUV,Yishun,2021-09-13,3.66,Active
D08545,Jasmine Davis,Premium,Bishan,2021-04-01,4.71,Inactive
D08546,Brandon Brooks,SUV,Jurong,2024-04-22,4.36,Active
D08547,Adrian Pearson,Hatchback,Bedok,2023-05-09,3.8,Active
D08548,Nicholas Clayton,Electric,Singapore,2024-02-10,4.34,Active
D08549,Brooke Tran,Electric,Woodlands,2020-09-05,4.26,Inactive
D08550,Brittany Ortiz,SUV,Singapore,2020-10-05,4.92,Active
D08551,Sara Watts,MPV,Jurong,2026-05-26,4.16,Active
D08552,Christopher Garcia,MPV,Jurong,2021-09-19,4.12,Active
D08553,Dustin Marshall,MPV,Punggol,2021-11-10,3.74,Active
D08554,Matthew Roberts,Hatchback,Jurong,2019-11-09,3.93,Active
D08555,Victor Ramos,Sedan,Woodlands,2024-07-14,4.63,Active
D08556,Chris Jackson,Electric,Bedok,2023-08-20,3.55,Active
D08557,Katelyn Wilson,Premium,Toa Payoh,2024-12-11,4.15,Active
D08558,Walter Simon,Hatchback,Ang Mo Kio,2025-04-17,3.52,Active
D08559,Megan Mullins,Premium,Punggol,2020-05-10,4.85,Inactive
D08560,Yolanda Sanders,MPV,Ang Mo Kio,2020-08-03,3.65,Active
D08561,Christina Potter,SUV,Ang Mo Kio,2018-12-30,3.62,Inactive
D08562,Anthony Hooper,MPV,Toa Payoh,2018-09-02,4.77,Active
D08563,Suzanne Macdonald,Hatchback,Punggol,2022-07-29,4.21,Inactive
D08564,Jeremy Hendrix,Hatchback,Jurong,2025-03-07,4.3,Active
D08565,Nathan Benjamin,SUV,Singapore,2025-06-29,4.27,Active
D08566,Robert Johnson,Electric,Punggol,2020-01-15,3.8,Active
D08567,Heather Austin,Hatchback,Bedok,2019-12-01,4.21,Active
D08568,Dylan Pearson,MPV,Punggol,2021-05-20,4.97,Active
D08569,Joel Wilson,MPV,Toa Payoh,2023-12-19,4.09,Active
D08570,Mrs. Theresa Snyder DDS,SUV,Bedok,2019-03-14,4.6,Active
D08571,Juan Floyd,MPV,Ang Mo Kio,2026-02-05,3.68,Active
D08572,Abigail Ballard MD,Sedan,Ang Mo Kio,2022-06-01,3.63,Active
D08573,James Mcintyre,Electric,Yishun,2021-10-25,4.46,Active
D08574,Anthony Jackson,Electric,Toa Payoh,2024-03-04,4.38,Inactive
D08575,Justin Carter,Hatchback,Singapore,2019-05-10,4.36,Active
D08576,John Blankenship,Premium,Toa Payoh,2024-01-31,4.27,Active
D08577,Ronald Mcneil,MPV,Singapore,2021-12-02,3.74,Inactive
D08578,Valerie Wang,Electric,Singapore,2025-07-15,5.0,Inactive
D08579,Anna Wagner,Sedan,Toa Payoh,2022-03-26,3.54,Active
D08580,Denise Newman,Sedan,Bishan,2023-12-03,3.99,Active
D08581,Dana Klein,Sedan,Woodlands,2024-07-14,3.7,Active
D08582,Jessica Gomez,Sedan,Bishan,2019-06-25,3.61,Active
D08583,Ricardo Hall,Hatchback,Bedok,2023-07-16,4.62,Active
D08584,Daisy Roberts,Hatchback,Yishun,2026-05-07,3.94,Active
D08585,Brian Kelley,Premium,Bedok,2023-06-15,4.44,Inactive
D08586,Michael Daniel,Sedan,Yishun,2025-05-21,4.61,Active
